"observation_id","checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_length","installment_rate","personal_status","other_debtors","residence_history","property","age","installment_plan","housing","existing_credits","default","dependents","telephone","foreign_worker","job"
664,"1 - 200 DM",6,"delayed","furniture",1050,"< 100 DM","unemployed",4,"single male","none",1,"building society savings",35,"stores","own",2,1,1,"yes","yes","mangement self-employed"
665,"> 200 DM",6,"critical","education",1047,"< 100 DM","1 - 4 yrs",2,"female","none",4,"building society savings",50,"none","own",1,1,1,"none","yes","unskilled resident"
666,"unknown",24,"critical","others",6314,"< 100 DM","unemployed",4,"single male","co-applicant",2,"unknown/none",27,"bank","own",2,1,1,"yes","yes","mangement self-employed"
667,"1 - 200 DM",30,"fully repaid this bank","furniture",3496,"> 1000 DM","1 - 4 yrs",4,"single male","none",2,"other",34,"stores","own",1,1,2,"yes","yes","skilled employee"
668,"unknown",48,"fully repaid this bank","business",3609,"< 100 DM","1 - 4 yrs",1,"female","none",1,"real estate",27,"stores","own",1,1,1,"none","yes","skilled employee"
669,"< 0 DM",12,"critical","car (new)",4843,"< 100 DM","> 7 yrs",3,"single male","co-applicant",4,"building society savings",43,"none","rent",2,2,1,"yes","yes","skilled employee"
670,"> 200 DM",30,"critical","radio/tv",3017,"< 100 DM","> 7 yrs",4,"single male","none",4,"building society savings",47,"none","own",1,1,1,"none","yes","skilled employee"
671,"unknown",24,"critical","business",4139,"101 - 500 DM","1 - 4 yrs",3,"single male","none",3,"building society savings",27,"none","own",2,1,1,"yes","yes","unskilled resident"
672,"unknown",36,"repaid","business",5742,"101 - 500 DM","4 - 7 yrs",2,"single male","none",2,"other",31,"none","own",2,1,1,"yes","yes","skilled employee"
673,"unknown",60,"repaid","car (new)",10366,"< 100 DM","> 7 yrs",2,"single male","none",4,"building society savings",42,"none","own",1,1,1,"yes","yes","mangement self-employed"
674,"unknown",6,"critical","car (new)",2080,"501 - 1000 DM","1 - 4 yrs",1,"married male","none",2,"other",24,"none","own",1,1,1,"none","yes","skilled employee"
675,"unknown",21,"delayed","business",2580,"501 - 1000 DM","0 - 1 yrs",4,"single male","none",2,"real estate",41,"bank","own",1,2,2,"none","yes","unskilled resident"
676,"unknown",30,"critical","radio/tv",4530,"< 100 DM","4 - 7 yrs",4,"female","none",4,"other",26,"none","rent",1,1,1,"yes","yes","mangement self-employed"
677,"unknown",24,"critical","furniture",5150,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",33,"none","own",1,1,1,"yes","yes","skilled employee"
678,"1 - 200 DM",72,"repaid","radio/tv",5595,"101 - 500 DM","1 - 4 yrs",2,"married male","none",2,"other",24,"none","own",1,2,1,"none","yes","skilled employee"
679,"< 0 DM",24,"repaid","radio/tv",2384,"< 100 DM","> 7 yrs",4,"single male","none",4,"real estate",64,"bank","rent",1,1,1,"none","yes","unskilled resident"
680,"unknown",18,"repaid","radio/tv",1453,"< 100 DM","0 - 1 yrs",3,"female","none",1,"real estate",26,"none","own",1,1,1,"none","yes","skilled employee"
681,"unknown",6,"repaid","education",1538,"< 100 DM","0 - 1 yrs",1,"female","none",2,"unknown/none",56,"none","own",1,1,1,"none","yes","skilled employee"
682,"unknown",12,"repaid","radio/tv",2279,"unknown","1 - 4 yrs",4,"single male","none",4,"unknown/none",37,"none","for free",1,1,1,"yes","yes","skilled employee"
683,"unknown",15,"delayed","radio/tv",1478,"< 100 DM","1 - 4 yrs",4,"married male","none",3,"real estate",33,"bank","own",2,1,1,"none","yes","skilled employee"
684,"unknown",24,"critical","radio/tv",5103,"< 100 DM","0 - 1 yrs",3,"married male","none",3,"unknown/none",47,"none","for free",3,1,1,"yes","yes","skilled employee"
685,"1 - 200 DM",36,"delayed","business",9857,"101 - 500 DM","4 - 7 yrs",1,"single male","none",3,"building society savings",31,"none","own",2,1,2,"yes","yes","unskilled resident"
686,"unknown",60,"repaid","car (new)",6527,"unknown","1 - 4 yrs",4,"single male","none",4,"unknown/none",34,"none","for free",1,1,2,"yes","yes","skilled employee"
687,"> 200 DM",10,"critical","radio/tv",1347,"unknown","4 - 7 yrs",4,"single male","none",2,"building society savings",27,"none","own",2,1,1,"yes","yes","skilled employee"
688,"1 - 200 DM",36,"delayed","car (new)",2862,"101 - 500 DM","> 7 yrs",4,"single male","none",3,"unknown/none",30,"none","for free",1,1,1,"none","yes","skilled employee"
689,"unknown",9,"repaid","radio/tv",2753,"101 - 500 DM","> 7 yrs",3,"single male","co-applicant",4,"other",35,"none","own",1,1,1,"yes","yes","skilled employee"
690,"< 0 DM",12,"repaid","car (new)",3651,"> 1000 DM","1 - 4 yrs",1,"single male","none",3,"building society savings",31,"none","own",1,1,2,"none","yes","skilled employee"
691,"< 0 DM",15,"critical","furniture",975,"< 100 DM","1 - 4 yrs",2,"divorced male","none",3,"building society savings",25,"none","own",2,1,1,"none","yes","skilled employee"
692,"1 - 200 DM",15,"repaid","repairs",2631,"101 - 500 DM","1 - 4 yrs",3,"female","none",2,"real estate",25,"none","own",1,1,1,"none","yes","unskilled resident"
693,"1 - 200 DM",24,"repaid","radio/tv",2896,"101 - 500 DM","0 - 1 yrs",2,"single male","none",1,"other",29,"none","own",1,1,1,"none","yes","skilled employee"
694,"< 0 DM",6,"critical","car (new)",4716,"unknown","0 - 1 yrs",1,"single male","none",3,"real estate",44,"none","own",2,1,2,"none","yes","unskilled resident"
695,"unknown",24,"repaid","radio/tv",2284,"< 100 DM","4 - 7 yrs",4,"single male","none",2,"other",28,"none","own",1,1,1,"yes","yes","skilled employee"
696,"unknown",6,"repaid","car (used)",1236,"501 - 1000 DM","1 - 4 yrs",2,"single male","none",4,"building society savings",50,"none","rent",1,1,1,"none","yes","skilled employee"
697,"1 - 200 DM",12,"repaid","radio/tv",1103,"< 100 DM","4 - 7 yrs",4,"single male","guarantor",3,"real estate",29,"none","own",2,1,1,"none","no","skilled employee"
698,"unknown",12,"critical","car (new)",926,"< 100 DM","unemployed",1,"female","none",2,"building society savings",38,"none","own",1,1,1,"none","yes","unemployed non-resident"
699,"unknown",18,"critical","radio/tv",1800,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"other",24,"none","own",2,1,1,"none","yes","skilled employee"
700,"> 200 DM",15,"repaid","education",1905,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",40,"none","rent",1,1,1,"yes","yes","mangement self-employed"
701,"unknown",12,"repaid","furniture",1123,"501 - 1000 DM","1 - 4 yrs",4,"female","none",4,"other",29,"none","rent",1,2,1,"none","yes","unskilled resident"
702,"< 0 DM",48,"critical","car (used)",6331,"< 100 DM","> 7 yrs",4,"single male","none",4,"unknown/none",46,"none","for free",2,2,1,"yes","yes","skilled employee"
703,"> 200 DM",24,"repaid","radio/tv",1377,"101 - 500 DM","> 7 yrs",4,"female","none",2,"unknown/none",47,"none","for free",1,1,1,"yes","yes","skilled employee"
704,"1 - 200 DM",30,"delayed","business",2503,"101 - 500 DM","> 7 yrs",4,"single male","none",2,"building society savings",41,"stores","own",2,1,1,"none","yes","skilled employee"
705,"1 - 200 DM",27,"repaid","business",2528,"< 100 DM","0 - 1 yrs",4,"female","none",1,"building society savings",32,"none","own",1,1,2,"yes","yes","skilled employee"
706,"unknown",15,"repaid","car (new)",5324,"501 - 1000 DM","> 7 yrs",1,"female","none",4,"unknown/none",35,"none","for free",1,1,1,"none","yes","skilled employee"
707,"1 - 200 DM",48,"repaid","car (new)",6560,"101 - 500 DM","4 - 7 yrs",3,"single male","none",2,"building society savings",24,"none","own",1,2,1,"none","yes","skilled employee"
708,"1 - 200 DM",12,"fully repaid","furniture",2969,"< 100 DM","0 - 1 yrs",4,"female","none",3,"building society savings",25,"none","rent",2,2,1,"none","yes","skilled employee"
709,"1 - 200 DM",9,"repaid","radio/tv",1206,"< 100 DM","> 7 yrs",4,"female","none",4,"real estate",25,"none","own",1,1,1,"none","yes","skilled employee"
710,"1 - 200 DM",9,"repaid","radio/tv",2118,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"real estate",37,"none","own",1,1,2,"none","yes","unskilled resident"
711,"unknown",18,"critical","radio/tv",629,"501 - 1000 DM","> 7 yrs",4,"single male","none",3,"building society savings",32,"bank","own",2,1,1,"yes","yes","mangement self-employed"
712,"< 0 DM",6,"fully repaid this bank","education",1198,"< 100 DM","> 7 yrs",4,"female","none",4,"unknown/none",35,"none","for free",1,2,1,"none","yes","skilled employee"
713,"unknown",21,"repaid","car (used)",2476,"unknown","> 7 yrs",4,"single male","none",4,"real estate",46,"none","own",1,1,1,"yes","yes","mangement self-employed"
714,"< 0 DM",9,"critical","radio/tv",1138,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"real estate",25,"none","own",2,1,1,"none","yes","unskilled resident"
715,"1 - 200 DM",60,"repaid","car (new)",14027,"< 100 DM","4 - 7 yrs",4,"single male","none",2,"unknown/none",27,"none","own",1,2,1,"yes","yes","mangement self-employed"
716,"unknown",30,"critical","car (used)",7596,"unknown","> 7 yrs",1,"single male","none",4,"other",63,"none","own",2,1,1,"none","yes","skilled employee"
717,"unknown",30,"critical","radio/tv",3077,"unknown","> 7 yrs",3,"single male","none",2,"other",40,"none","own",2,1,2,"yes","yes","skilled employee"
718,"unknown",18,"repaid","radio/tv",1505,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"unknown/none",32,"none","for free",1,1,1,"yes","yes","mangement self-employed"
719,"> 200 DM",24,"critical","radio/tv",3148,"unknown","1 - 4 yrs",3,"single male","none",2,"other",31,"none","own",2,1,1,"yes","yes","skilled employee"
720,"1 - 200 DM",20,"fully repaid","car (used)",6148,"101 - 500 DM","> 7 yrs",3,"married male","none",4,"other",31,"bank","own",2,1,1,"yes","yes","skilled employee"
721,"> 200 DM",9,"fully repaid","radio/tv",1337,"< 100 DM","0 - 1 yrs",4,"single male","none",2,"other",34,"none","own",2,2,1,"yes","yes","mangement self-employed"
722,"1 - 200 DM",6,"fully repaid this bank","education",433,"> 1000 DM","0 - 1 yrs",4,"female","none",2,"building society savings",24,"bank","rent",1,2,2,"none","yes","skilled employee"
723,"< 0 DM",12,"repaid","car (new)",1228,"< 100 DM","1 - 4 yrs",4,"female","none",2,"real estate",24,"none","own",1,2,1,"none","yes","unskilled resident"
724,"1 - 200 DM",9,"repaid","radio/tv",790,"501 - 1000 DM","1 - 4 yrs",4,"female","none",3,"real estate",66,"none","own",1,1,1,"none","yes","unskilled resident"
725,"unknown",27,"repaid","car (new)",2570,"< 100 DM","1 - 4 yrs",3,"female","none",3,"real estate",21,"none","rent",1,2,1,"none","yes","skilled employee"
726,"unknown",6,"critical","car (new)",250,"> 1000 DM","1 - 4 yrs",2,"female","none",2,"real estate",41,"bank","own",2,1,1,"none","yes","unskilled resident"
727,"unknown",15,"critical","radio/tv",1316,"501 - 1000 DM","1 - 4 yrs",2,"married male","none",2,"building society savings",47,"none","own",2,1,1,"none","yes","unskilled resident"
728,"< 0 DM",18,"repaid","radio/tv",1882,"< 100 DM","1 - 4 yrs",4,"female","none",4,"other",25,"bank","rent",2,2,1,"none","yes","skilled employee"
729,"1 - 200 DM",48,"fully repaid this bank","business",6416,"< 100 DM","> 7 yrs",4,"female","none",3,"unknown/none",59,"none","rent",1,2,1,"none","yes","skilled employee"
730,"> 200 DM",24,"critical","business",1275,"> 1000 DM","1 - 4 yrs",2,"divorced male","none",4,"real estate",36,"none","own",2,1,1,"yes","yes","skilled employee"
731,"1 - 200 DM",24,"delayed","radio/tv",6403,"< 100 DM","0 - 1 yrs",1,"single male","none",2,"other",33,"none","own",1,1,1,"none","yes","skilled employee"
732,"< 0 DM",24,"repaid","radio/tv",1987,"< 100 DM","1 - 4 yrs",2,"single male","none",4,"real estate",21,"none","rent",1,2,2,"none","yes","unskilled resident"
733,"1 - 200 DM",8,"repaid","radio/tv",760,"< 100 DM","4 - 7 yrs",4,"female","guarantor",2,"real estate",44,"none","own",1,1,1,"none","yes","unskilled resident"
734,"unknown",24,"repaid","car (used)",2603,"> 1000 DM","1 - 4 yrs",2,"female","none",4,"other",28,"none","rent",1,1,1,"yes","yes","skilled employee"
735,"unknown",4,"critical","car (new)",3380,"< 100 DM","4 - 7 yrs",1,"female","none",1,"real estate",37,"none","own",1,1,2,"none","yes","skilled employee"
736,"1 - 200 DM",36,"fully repaid this bank","domestic appliances",3990,"unknown","0 - 1 yrs",3,"female","none",2,"unknown/none",29,"bank","own",1,1,1,"none","yes","unemployed non-resident"
737,"1 - 200 DM",24,"repaid","car (used)",11560,"< 100 DM","1 - 4 yrs",1,"female","none",4,"other",23,"none","rent",2,2,1,"none","yes","mangement self-employed"
738,"< 0 DM",18,"repaid","car (new)",4380,"101 - 500 DM","1 - 4 yrs",3,"single male","none",4,"other",35,"none","own",1,1,2,"yes","yes","unskilled resident"
739,"unknown",6,"critical","car (new)",6761,"< 100 DM","4 - 7 yrs",1,"single male","none",3,"unknown/none",45,"none","own",2,1,2,"yes","yes","mangement self-employed"
740,"1 - 200 DM",30,"fully repaid","business",4280,"101 - 500 DM","1 - 4 yrs",4,"female","none",4,"other",26,"none","rent",2,2,1,"none","yes","unskilled resident"
741,"< 0 DM",24,"fully repaid this bank","car (new)",2325,"101 - 500 DM","4 - 7 yrs",2,"single male","none",3,"other",32,"bank","own",1,1,1,"none","yes","skilled employee"
742,"1 - 200 DM",10,"fully repaid this bank","radio/tv",1048,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"real estate",23,"stores","own",1,1,1,"none","yes","unskilled resident"
743,"unknown",21,"repaid","radio/tv",3160,"unknown","> 7 yrs",4,"single male","none",3,"building society savings",41,"none","own",1,1,1,"yes","yes","skilled employee"
744,"< 0 DM",24,"fully repaid this bank","furniture",2483,"501 - 1000 DM","1 - 4 yrs",4,"single male","none",4,"real estate",22,"stores","own",1,1,1,"yes","yes","skilled employee"
745,"< 0 DM",39,"critical","furniture",14179,"unknown","4 - 7 yrs",4,"single male","none",4,"building society savings",30,"none","own",2,1,1,"yes","yes","mangement self-employed"
746,"< 0 DM",13,"critical","business",1797,"< 100 DM","0 - 1 yrs",3,"single male","none",1,"building society savings",28,"bank","own",2,1,1,"none","yes","unskilled resident"
747,"< 0 DM",15,"repaid","car (new)",2511,"< 100 DM","unemployed",1,"female","none",4,"other",23,"none","rent",1,1,1,"none","yes","skilled employee"
748,"< 0 DM",12,"repaid","car (new)",1274,"< 100 DM","0 - 1 yrs",3,"female","none",1,"real estate",37,"none","own",1,2,1,"none","yes","unskilled resident"
749,"unknown",21,"repaid","car (used)",5248,"unknown","1 - 4 yrs",1,"single male","none",3,"other",26,"none","own",1,1,1,"none","yes","skilled employee"
750,"unknown",15,"repaid","car (used)",3029,"< 100 DM","4 - 7 yrs",2,"single male","none",2,"other",33,"none","own",1,1,1,"none","yes","skilled employee"
751,"< 0 DM",6,"repaid","furniture",428,"< 100 DM","> 7 yrs",2,"female","none",1,"building society savings",49,"bank","own",1,1,1,"yes","yes","skilled employee"
752,"< 0 DM",18,"repaid","car (new)",976,"< 100 DM","0 - 1 yrs",1,"female","none",2,"other",23,"none","own",1,2,1,"none","yes","unskilled resident"
753,"1 - 200 DM",12,"repaid","business",841,"101 - 500 DM","4 - 7 yrs",2,"female","none",4,"real estate",23,"none","rent",1,1,1,"none","yes","unskilled resident"
754,"unknown",30,"critical","radio/tv",5771,"< 100 DM","4 - 7 yrs",4,"female","none",2,"other",25,"none","own",2,1,1,"none","yes","skilled employee"
755,"unknown",12,"delayed","repairs",1555,"> 1000 DM","> 7 yrs",4,"single male","none",4,"unknown/none",55,"none","for free",2,2,2,"none","yes","skilled employee"
756,"< 0 DM",24,"repaid","car (new)",1285,"unknown","4 - 7 yrs",4,"female","none",4,"unknown/none",32,"none","rent",1,2,1,"none","yes","skilled employee"
757,"> 200 DM",6,"critical","car (new)",1299,"< 100 DM","1 - 4 yrs",1,"single male","none",1,"real estate",74,"none","own",3,1,2,"none","no","unemployed non-resident"
758,"> 200 DM",15,"critical","radio/tv",1271,"unknown","1 - 4 yrs",3,"single male","none",4,"unknown/none",39,"none","for free",2,2,1,"yes","yes","skilled employee"
759,"unknown",24,"repaid","car (new)",1393,"< 100 DM","1 - 4 yrs",2,"single male","guarantor",2,"real estate",31,"none","own",1,1,1,"yes","yes","skilled employee"
760,"< 0 DM",12,"critical","car (new)",691,"< 100 DM","> 7 yrs",4,"single male","none",3,"building society savings",35,"none","own",2,2,1,"none","yes","skilled employee"
761,"unknown",15,"critical","car (new)",5045,"unknown","> 7 yrs",1,"female","none",4,"other",59,"none","own",1,1,1,"yes","yes","skilled employee"
762,"< 0 DM",18,"critical","furniture",2124,"< 100 DM","1 - 4 yrs",4,"female","none",4,"real estate",24,"none","rent",2,2,1,"none","yes","skilled employee"
763,"< 0 DM",12,"repaid","radio/tv",2214,"< 100 DM","1 - 4 yrs",4,"single male","none",3,"building society savings",24,"none","own",1,1,1,"none","yes","unskilled resident"
764,"unknown",21,"critical","car (new)",12680,"unknown","> 7 yrs",4,"single male","none",4,"unknown/none",30,"none","for free",1,2,1,"yes","yes","mangement self-employed"
765,"unknown",24,"critical","car (new)",2463,"101 - 500 DM","4 - 7 yrs",4,"married male","none",3,"building society savings",27,"none","own",2,1,1,"yes","yes","skilled employee"
766,"1 - 200 DM",12,"repaid","radio/tv",1155,"< 100 DM","> 7 yrs",3,"married male","guarantor",3,"real estate",40,"bank","own",2,1,1,"none","yes","unskilled resident"
767,"< 0 DM",30,"repaid","furniture",3108,"< 100 DM","0 - 1 yrs",2,"divorced male","none",4,"building society savings",31,"none","own",1,2,1,"none","yes","unskilled resident"
768,"unknown",10,"repaid","car (used)",2901,"unknown","0 - 1 yrs",1,"female","none",4,"real estate",31,"none","rent",1,1,1,"none","yes","skilled employee"
769,"1 - 200 DM",12,"critical","furniture",3617,"< 100 DM","> 7 yrs",1,"single male","none",4,"other",28,"none","rent",3,1,1,"yes","yes","skilled employee"
770,"unknown",12,"critical","radio/tv",1655,"< 100 DM","> 7 yrs",2,"single male","none",4,"real estate",63,"none","own",2,1,1,"yes","yes","unskilled resident"
771,"< 0 DM",24,"repaid","car (used)",2812,"unknown","> 7 yrs",2,"female","none",4,"real estate",26,"none","rent",1,1,1,"none","yes","skilled employee"
772,"< 0 DM",36,"critical","education",8065,"< 100 DM","1 - 4 yrs",3,"female","none",2,"unknown/none",25,"none","own",2,2,1,"yes","yes","mangement self-employed"
773,"unknown",21,"critical","car (used)",3275,"< 100 DM","> 7 yrs",1,"single male","none",4,"other",36,"none","own",1,1,1,"yes","yes","mangement self-employed"
774,"unknown",24,"critical","radio/tv",2223,"101 - 500 DM","> 7 yrs",4,"single male","none",4,"building society savings",52,"bank","own",2,1,1,"none","yes","skilled employee"
775,"> 200 DM",12,"critical","car (new)",1480,"501 - 1000 DM","unemployed",2,"single male","none",4,"unknown/none",66,"bank","for free",3,1,1,"none","yes","unemployed non-resident"
776,"< 0 DM",24,"repaid","car (new)",1371,"unknown","1 - 4 yrs",4,"female","none",4,"real estate",25,"none","rent",1,2,1,"none","yes","skilled employee"
777,"unknown",36,"critical","car (new)",3535,"< 100 DM","4 - 7 yrs",4,"single male","none",4,"other",37,"none","own",2,1,1,"yes","yes","skilled employee"
778,"< 0 DM",18,"repaid","radio/tv",3509,"< 100 DM","4 - 7 yrs",4,"female","guarantor",1,"real estate",25,"none","own",1,1,1,"none","yes","skilled employee"
779,"unknown",36,"critical","car (used)",5711,"> 1000 DM","> 7 yrs",4,"single male","none",2,"other",38,"none","own",2,1,1,"yes","yes","mangement self-employed"
780,"1 - 200 DM",18,"repaid","repairs",3872,"< 100 DM","unemployed",2,"female","none",4,"other",67,"none","own",1,1,1,"yes","yes","skilled employee"
781,"1 - 200 DM",39,"critical","radio/tv",4933,"< 100 DM","4 - 7 yrs",2,"single male","guarantor",2,"real estate",25,"none","own",2,2,1,"none","yes","skilled employee"
782,"unknown",24,"critical","car (new)",1940,"> 1000 DM","> 7 yrs",4,"single male","none",4,"real estate",60,"none","own",1,1,1,"yes","yes","skilled employee"
783,"1 - 200 DM",12,"fully repaid","retraining",1410,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"real estate",31,"none","own",1,1,1,"yes","yes","unskilled resident"
784,"1 - 200 DM",12,"repaid","car (new)",836,"101 - 500 DM","0 - 1 yrs",4,"female","none",2,"building society savings",23,"bank","own",1,2,1,"none","yes","unskilled resident"
785,"1 - 200 DM",20,"repaid","car (used)",6468,"unknown","unemployed",1,"divorced male","none",4,"real estate",60,"none","own",1,1,1,"yes","yes","mangement self-employed"
786,"1 - 200 DM",18,"repaid","business",1941,"> 1000 DM","1 - 4 yrs",4,"single male","none",2,"building society savings",35,"none","own",1,1,1,"yes","yes","unskilled resident"
787,"unknown",22,"repaid","radio/tv",2675,"501 - 1000 DM","> 7 yrs",3,"single male","none",4,"other",40,"none","own",1,1,1,"none","yes","skilled employee"
788,"unknown",48,"critical","car (used)",2751,"unknown","> 7 yrs",4,"single male","none",3,"other",38,"none","own",2,1,2,"yes","yes","skilled employee"
789,"1 - 200 DM",48,"delayed","education",6224,"< 100 DM","> 7 yrs",4,"single male","none",4,"unknown/none",50,"none","for free",1,2,1,"none","yes","skilled employee"
790,"< 0 DM",40,"critical","education",5998,"< 100 DM","1 - 4 yrs",4,"single male","none",3,"unknown/none",27,"bank","own",1,2,1,"yes","yes","skilled employee"
791,"1 - 200 DM",21,"repaid","business",1188,"< 100 DM","> 7 yrs",2,"female","none",4,"building society savings",39,"none","own",1,2,2,"none","yes","skilled employee"
792,"unknown",24,"repaid","car (used)",6313,"unknown","> 7 yrs",3,"single male","none",4,"other",41,"none","own",1,1,2,"yes","yes","mangement self-employed"
793,"unknown",6,"critical","furniture",1221,"unknown","1 - 4 yrs",1,"married male","none",2,"building society savings",27,"none","own",2,1,1,"none","yes","skilled employee"
794,"> 200 DM",24,"repaid","furniture",2892,"< 100 DM","> 7 yrs",3,"divorced male","none",4,"unknown/none",51,"none","for free",1,1,1,"none","yes","skilled employee"
795,"unknown",24,"repaid","furniture",3062,"501 - 1000 DM","> 7 yrs",4,"single male","none",3,"unknown/none",32,"none","rent",1,1,1,"yes","yes","skilled employee"
796,"unknown",9,"repaid","furniture",2301,"101 - 500 DM","0 - 1 yrs",2,"female","none",4,"building society savings",22,"none","rent",1,1,1,"none","yes","skilled employee"
797,"< 0 DM",18,"repaid","car (used)",7511,"unknown","> 7 yrs",1,"single male","none",4,"building society savings",51,"none","for free",1,2,2,"yes","yes","skilled employee"
798,"unknown",12,"critical","furniture",1258,"< 100 DM","0 - 1 yrs",2,"female","none",4,"building society savings",22,"none","rent",2,1,1,"none","yes","unskilled resident"
799,"unknown",24,"delayed","car (new)",717,"unknown","> 7 yrs",4,"married male","none",4,"other",54,"none","own",2,1,1,"yes","yes","skilled employee"
800,"1 - 200 DM",9,"repaid","car (new)",1549,"unknown","0 - 1 yrs",4,"single male","none",2,"real estate",35,"none","own",1,1,1,"none","yes","unemployed non-resident"
801,"unknown",24,"critical","education",1597,"< 100 DM","> 7 yrs",4,"single male","none",4,"unknown/none",54,"none","for free",2,1,2,"none","yes","skilled employee"
802,"1 - 200 DM",18,"critical","radio/tv",1795,"< 100 DM","> 7 yrs",3,"female","guarantor",4,"real estate",48,"bank","rent",2,1,1,"yes","yes","unskilled resident"
803,"< 0 DM",20,"critical","furniture",4272,"< 100 DM","> 7 yrs",1,"female","none",4,"building society savings",24,"none","own",2,1,1,"none","yes","skilled employee"
804,"unknown",12,"critical","radio/tv",976,"unknown","> 7 yrs",4,"single male","none",4,"other",35,"none","own",2,1,1,"none","yes","skilled employee"
805,"1 - 200 DM",12,"repaid","car (new)",7472,"unknown","unemployed",1,"female","none",2,"real estate",24,"none","rent",1,1,1,"none","yes","unemployed non-resident"
806,"< 0 DM",36,"repaid","car (new)",9271,"< 100 DM","4 - 7 yrs",2,"single male","none",1,"other",24,"none","own",1,2,1,"yes","yes","skilled employee"
807,"1 - 200 DM",6,"repaid","radio/tv",590,"< 100 DM","0 - 1 yrs",3,"married male","none",3,"real estate",26,"none","own",1,1,1,"none","no","unskilled resident"
808,"unknown",12,"critical","radio/tv",930,"unknown","> 7 yrs",4,"single male","none",4,"real estate",65,"none","own",4,1,1,"none","yes","skilled employee"
809,"1 - 200 DM",42,"fully repaid this bank","car (used)",9283,"< 100 DM","unemployed",1,"single male","none",2,"unknown/none",55,"bank","for free",1,1,1,"yes","yes","mangement self-employed"
810,"1 - 200 DM",15,"fully repaid","car (new)",1778,"< 100 DM","0 - 1 yrs",2,"female","none",1,"real estate",26,"none","rent",2,2,1,"none","yes","unemployed non-resident"
811,"1 - 200 DM",8,"repaid","business",907,"< 100 DM","0 - 1 yrs",3,"married male","none",2,"real estate",26,"none","own",1,1,1,"yes","yes","skilled employee"
812,"1 - 200 DM",6,"repaid","radio/tv",484,"< 100 DM","4 - 7 yrs",3,"married male","guarantor",3,"real estate",28,"bank","own",1,1,1,"none","yes","unskilled resident"
813,"< 0 DM",36,"critical","car (used)",9629,"< 100 DM","4 - 7 yrs",4,"single male","none",4,"other",24,"none","own",2,2,1,"yes","yes","skilled employee"
814,"< 0 DM",48,"repaid","domestic appliances",3051,"< 100 DM","1 - 4 yrs",3,"single male","none",4,"other",54,"none","own",1,2,1,"none","yes","skilled employee"
815,"< 0 DM",48,"repaid","car (new)",3931,"< 100 DM","4 - 7 yrs",4,"single male","none",4,"unknown/none",46,"none","for free",1,2,2,"none","yes","skilled employee"
816,"1 - 200 DM",36,"delayed","car (new)",7432,"< 100 DM","1 - 4 yrs",2,"female","none",2,"building society savings",54,"none","rent",1,1,1,"none","yes","skilled employee"
817,"unknown",6,"repaid","domestic appliances",1338,"501 - 1000 DM","1 - 4 yrs",1,"divorced male","none",4,"real estate",62,"none","own",1,1,1,"none","yes","skilled employee"
818,"unknown",6,"critical","radio/tv",1554,"< 100 DM","4 - 7 yrs",1,"female","none",2,"other",24,"none","rent",2,1,1,"yes","yes","skilled employee"
819,"< 0 DM",36,"repaid","others",15857,"< 100 DM","unemployed",2,"divorced male","co-applicant",3,"other",43,"none","own",1,1,1,"none","yes","mangement self-employed"
820,"< 0 DM",18,"repaid","radio/tv",1345,"< 100 DM","1 - 4 yrs",4,"married male","none",3,"real estate",26,"bank","own",1,2,1,"none","yes","skilled employee"
821,"unknown",12,"repaid","car (new)",1101,"< 100 DM","1 - 4 yrs",3,"married male","none",2,"real estate",27,"none","own",2,1,1,"yes","yes","skilled employee"
822,"> 200 DM",12,"repaid","radio/tv",3016,"< 100 DM","1 - 4 yrs",3,"married male","none",1,"other",24,"none","own",1,1,1,"none","yes","skilled employee"
823,"< 0 DM",36,"repaid","furniture",2712,"< 100 DM","> 7 yrs",2,"single male","none",2,"building society savings",41,"bank","own",1,2,2,"none","yes","skilled employee"
824,"< 0 DM",8,"critical","car (new)",731,"< 100 DM","> 7 yrs",4,"single male","none",4,"real estate",47,"none","own",2,1,1,"none","yes","unskilled resident"
825,"unknown",18,"critical","furniture",3780,"< 100 DM","0 - 1 yrs",3,"divorced male","none",2,"other",35,"none","own",2,1,1,"yes","yes","mangement self-employed"
826,"< 0 DM",21,"critical","car (new)",1602,"< 100 DM","> 7 yrs",4,"married male","none",3,"other",30,"none","own",2,1,1,"yes","yes","skilled employee"
827,"< 0 DM",18,"critical","car (new)",3966,"< 100 DM","> 7 yrs",1,"female","none",4,"real estate",33,"bank","rent",3,2,1,"yes","yes","skilled employee"
828,"unknown",18,"fully repaid","business",4165,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"other",36,"stores","own",2,2,2,"none","yes","skilled employee"
829,"< 0 DM",36,"repaid","car (used)",8335,"unknown","> 7 yrs",3,"single male","none",4,"unknown/none",47,"none","for free",1,2,1,"none","yes","skilled employee"
